uniqueid,zettaicode,locationna,wancode,prefectuei,watercode,renban,nendo,survey_ym,surveyyear,surveymont,surveyday,saisuipoin,saisuidept,latitude,longitude,dataflag,scale,wtemp,depth,region,year_folder,is_near_anoxic,Season,do_2,salt2,ph2,toc2,tn2,tp2,cod2,nh4n2,no2n2,no3n2,po4p2,chloroph_1,feiochin2,doc2
0000023928,00028169,兵庫県169,04,28,305,169,1996,1996-12-01,1997,1,27,2,35.9,34.54916667,134.4172222,1,-1,10.1,36.9,SIS,1996,False,Winter,11.0,32.6,8.3,0.0,0.77,0.05,1.6,0.01,0.02,0.1,0.02,2.3,0.0,0.0
0000025405,00028169,兵庫県169,04,28,305,169,1997,1997-03-01,1997,5,19,2,35.3,34.54916667,134.4172222,1,-1,14.8,36.3,SIS,1997,False,Other,6.3,32.75,8.2,0.0,0.41,0.037,1.3,0.125,0.004,0.015,0.014,0.8,0.0,0.0
0000025406,00028169,兵庫県169,04,28,305,169,1997,1997-06-01,1997,7,15,2,34.5,34.54916667,134.4172222,1,-1,19.2,35.5,SIS,1997,False,Summer,3.1,32.37,8.0,0.0,0.22,0.058,1.1,0.019,0.012,0.156,0.052,0.2,0.0,0.0
0000025407,00028169,兵庫県169,04,28,305,169,1997,1997-09-01,1997,10,20,2,34.9,34.54916667,134.4172222,1,-1,23.4,35.9,SIS,1997,False,Other,6.5,31.83,8.3,0.0,0.37,0.041,1.2,0.023,0.017,0.097,0.027,0.7,0.0,0.0
0000025408,00028169,兵庫県169,04,28,305,169,1997,1997-12-01,1998,1,20,2,34.9,34.54916667,134.4172222,1,-1,11.2,35.9,SIS,1997,False,Winter,7.9,32.31,8.1,0.0,0.344,0.032,1.2,0.006,0.044,0.177,0.02,1.5,0.0,0.0
0000026885,00028169,兵庫県169,04,28,305,169,1998,1998-03-01,1998,5,18,2,35.1,34.54916667,134.4172222,1,-1,14.6,36.1,SIS,1998,False,Other,6.4,31.92,8.2,0.0,0.31,0.029,1.3,0.078,0.004,0.029,0.024,0.6,0.0,0.0
0000026886,00028169,兵庫県169,04,28,305,169,1998,1998-06-01,1998,7,21,2,34.5,34.54916667,134.4172222,1,-1,21.7,35.5,SIS,1998,False,Summer,2.7,31.25,8.0,0.0,0.56,0.056,2.0,0.009,0.013,0.224,0.04,0.2,0.0,0.0
0000026887,00028169,兵庫県169,04,28,305,169,1998,1998-09-01,1998,10,19,2,34.9,34.54916667,134.4172222,1,-1,24.9,35.9,SIS,1998,False,Other,6.5,31.23,8.2,0.0,0.19,0.036,1.2,0.04,0.025,0.02,0.024,0.4,0.0,0.0
0000026888,00028169,兵庫県169,04,28,305,169,1998,1998-12-01,1999,1,18,2,35.9,34.54916667,134.4172222,1,-1,11.1,36.9,SIS,1998,False,Winter,9.6,32.26,8.3,0.0,0.28,0.015,1.5,0.046,0.003,0.011,0.006,3.5,0.0,0.0
0000028365,00028169,兵庫県169,04,28,305,169,1999,1999-03-01,1999,5,17,2,35.5,34.54916667,134.4172222,1,-1,13.8,36.5,SIS,1999,False,Other,7.2,32.54,8.1,0.0,0.402,0.032,1.4,0.018,0.003,0.049,0.016,0.1,0.0,0.0
0000028366,00028169,兵庫県169,04,28,305,169,1999,1999-06-01,1999,7,22,2,34.3,34.54916667,134.4172222,1,-1,19.5,35.3,SIS,1999,False,Summer,5.0,31.78,7.9,0.0,0.284,0.081,2.2,0.018,0.003,0.049,0.048,0.4,0.0,0.0
0000028367,00028169,兵庫県169,04,28,305,169,1999,1999-09-01,1999,10,18,2,34.1,34.54916667,134.4172222,1,-1,25.0,35.1,SIS,1999,False,Other,5.6,31.41,8.3,0.0,0.31,0.043,1.5,0.017,0.044,0.12,0.028,0.4,0.0,0.0
0000028368,00028169,兵庫県169,04,28,305,169,1999,1999-12-01,2000,1,17,2,35.7,34.54916667,134.4172222,1,-1,12.0,36.7,SIS,1999,False,Winter,8.8,32.1,8.5,0.0,0.271,0.04,1.5,0.017,0.022,0.167,0.03,0.1,0.0,0.0
0000029845,00028169,兵庫県169,04,28,305,169,2000,2000-03-01,2000,5,15,2,36.3,34.54916667,134.4172222,1,-1,13.9,,SIS,2000,False,Other,7.7,32.4,8.1,0.0,0.31,0.034,0.9,0.0,0.0,0.04,0.026,0.5,1.2,0.0
0000029846,00028169,兵庫県169,04,28,305,169,2000,2000-06-01,2000,7,28,2,34.8,34.54916667,134.4172222,1,-1,22.6,35.8,SIS,2000,False,Summer,4.2,32.1,7.8,0.0,0.36,0.045,1.1,0.02,0.01,0.04,0.03,3.2,0.0,0.0
0000029847,00028169,兵庫県169,04,28,305,169,2000,2000-09-01,2000,10,16,2,35.1,34.54916667,134.4172222,1,-1,24.4,36.1,SIS,2000,False,Other,6.7,34.0,7.9,0.0,0.27,0.061,1.8,0.0,0.01,0.07,0.034,3.8,3.4,0.0
0000029848,00028169,兵庫県169,04,28,305,169,2000,2000-12-01,2001,1,18,2,35.3,34.54916667,134.4172222,1,-1,9.5,36.3,SIS,2000,False,Winter,8.1,32.9,8.1,0.0,0.59,0.041,1.3,0.04,0.01,0.07,0.032,2.3,0.9,0.0
0000031325,00028169,兵庫県169,04,28,305,169,2001,2001-03-01,2001,5,16,2,35.0,34.54916667,134.4172222,1,-1,13.6,36.0,SIS,2001,False,Other,7.0,33.0,7.9,1.7,0.35,0.04,1.7,0.03,0.0,0.04,0.03,1.1,2.0,1.4
0000031326,00028169,兵庫県169,04,28,305,169,2001,2001-06-01,2001,7,16,2,34.4,34.54916667,134.4172222,1,-1,20.1,35.4,SIS,2001,False,Summer,3.1,32.6,7.8,1.9,0.5,0.06,1.7,0.0,0.0,0.02,0.03,2.3,0.0,1.4
0000031327,00028169,兵庫県169,04,28,305,169,2001,2001-09-01,2001,10,15,2,35.0,34.54916667,134.4172222,1,-1,24.0,36.0,SIS,2001,False,Other,6.5,32.4,8.2,1.3,0.32,0.04,1.3,0.0,0.03,0.07,0.04,2.3,1.5,0.8
0000031328,00028169,兵庫県169,04,28,305,169,2001,2001-12-01,2002,1,15,2,36.2,34.54916667,134.4172222,1,-1,10.2,37.2,SIS,2001,False,Winter,8.8,32.9,8.3,1.0,0.23,0.04,1.2,0.02,0.0,0.01,0.03,2.2,1.5,0.6
0000032805,00028169,兵庫県169,04,28,305,169,2002,2002-03-01,2002,5,13,2,35.8,34.54916667,134.4172222,1,-1,13.7,36.8,SIS,2002,False,Other,7.3,32.56,8.0,1.8,0.422,0.026,0.9,0.043,0.008,0.026,0.012,0.5,1.3,1.5
0000032806,00028169,兵庫県169,04,28,305,169,2002,2002-06-01,2002,7,22,2,34.9,34.54916667,134.4172222,1,-1,22.9,35.9,SIS,2002,False,Summer,5.4,32.3,8.0,0.9,0.336,0.033,1.5,0.008,0.026,0.03,0.018,0.9,2.1,0.6
0000032807,00028169,兵庫県169,04,28,305,169,2002,2002-09-01,2002,10,15,2,34.3,34.54916667,134.4172222,1,-1,24.5,35.3,SIS,2002,False,Other,7.7,32.68,8.0,1.5,0.315,0.04,1.8,0.0,0.014,0.175,0.029,0.9,1.4,0.0
0000032808,00028169,兵庫県169,04,28,305,169,2002,2002-12-01,2003,1,14,2,36.3,34.54916667,134.4172222,1,-1,9.7,37.3,SIS,2002,False,Winter,9.5,33.28,8.0,1.1,0.242,0.0285,1.7,0.0,0.006,0.021,0.012,6.0,3.9,0.7
0000034286,00028169,兵庫県169,04,28,305,169,2003,2003-03-01,2003,5,12,2,35.3,34.54916667,134.4172222,1,-1,13.6,36.3,SIS,2003,False,Other,7.5,33.01,8.0,1.5,0.177,0.026,2.0,0.032,0.002,0.019,0.012,0.8,0.7,1.4
0000034287,00028169,兵庫県169,04,28,305,169,2003,2003-06-01,2003,7,14,2,34.2,34.54916667,134.4172222,1,-1,19.5,35.2,SIS,2003,False,Summer,3.9,32.37,8.0,3.2,0.396,0.033,1.7,0.003,0.003,0.113,0.018,0.7,1.8,2.5
0000034285,00028169,兵庫県169,04,28,305,169,2003,2003-09-01,2003,10,14,2,35.0,34.54916667,134.4172222,1,-1,23.0,36.0,SIS,2003,False,Other,6.4,31.52,8.0,3.6,0.363,0.04,1.3,0.006,0.035,0.038,0.029,0.6,1.2,2.0
0000034288,00028169,兵庫県169,04,28,305,169,2003,2003-12-01,2004,1,21,2,36.4,34.54916667,134.4172222,1,-1,10.9,37.4,SIS,2003,False,Winter,8.7,32.41,8.0,2.4,0.415,0.029,1.6,0.013,0.006,0.038,0.012,6.5,0.5,2.1
0000035766,00028169,兵庫県169,04,28,305,169,2004,2004-03-01,2004,5,11,2,35.6,34.54916667,134.4172222,1,-1,15.5,36.6,SIS,2004,False,Other,7.3,32.65,8.1,3.0,0.284,0.022,1.5,0.018,0.0,0.0,0.009,0.9,0.9,2.6
0000035767,00028169,兵庫県169,04,28,305,169,2004,2004-06-01,2004,7,12,2,34.6,34.54916667,134.4172222,1,-1,23.0,35.6,SIS,2004,False,Summer,4.8,30.43,8.0,2.2,0.255,0.042,1.4,0.0,0.0,0.06,0.029,1.1,1.1,2.0
0000035765,00028169,兵庫県169,04,28,305,169,2004,2004-09-01,2004,10,4,2,34.8,34.54916667,134.4172222,1,-1,25.4,35.8,SIS,2004,False,Other,6.3,31.45,8.1,2.5,0.272,0.036,2.1,0.0,0.034,0.077,0.025,0.7,1.4,2.4
0000035768,00028169,兵庫県169,04,28,305,169,2004,2004-12-01,2005,1,18,2,35.6,34.54916667,134.4172222,1,-1,11.4,36.6,SIS,2004,False,Winter,8.6,31.02,8.1,2.4,0.163,0.028,2.5,0.119,0.028,0.092,0.021,1.4,0.0,1.9
0000037245,00028169,兵庫県169,04,28,305,169,2005,2005-03-01,2005,5,17,2,21.0,34.54916667,134.4172222,1,-1,15.1,22.0,SIS,2005,False,Other,7.1,31.86,8.1,1.2,0.162,0.024,1.6,0.05,0.0,0.029,0.015,2.2,1.0,1.2
0000037246,00028169,兵庫県169,04,28,305,169,2005,2005-06-01,2005,7,11,2,36.0,34.54916667,134.4172222,1,-1,20.7,37.0,SIS,2005,False,Summer,3.7,32.19,7.9,1.3,0.539,0.048,1.7,0.0,0.006,0.12,0.044,0.5,1.4,1.2
0000037247,00028169,兵庫県169,04,28,305,169,2005,2005-09-01,2005,10,11,2,35.0,34.54916667,134.4172222,1,-1,24.8,36.0,SIS,2005,False,Other,6.3,32.45,8.0,1.3,0.39,0.039,1.7,0.01,0.042,0.068,0.026,0.4,1.2,1.3
0000037248,00028169,兵庫県169,04,28,305,169,2005,2005-12-01,2006,1,25,2,37.0,34.54916667,134.4172222,1,-1,8.7,38.0,SIS,2005,False,Winter,9.3,33.1,8.1,1.1,0.222,0.022,1.9,0.0,0.0,0.0,0.008,4.5,2.8,1.0
0000038725,00028169,兵庫県169,04,28,305,169,2006,2006-03-01,2006,5,22,2,36.0,34.54916667,134.4172222,1,-1,14.5,37.0,SIS,2006,False,Other,7.7,32.41,8.1,1.0,0.17,0.02,1.4,0.04,0.0,0.0,0.011,0.0,1.8,1.0
0000038726,00028169,兵庫県169,04,28,305,169,2006,2006-06-01,2006,7,11,2,35.0,34.54916667,134.4172222,1,-1,19.6,36.0,SIS,2006,False,Summer,5.0,31.89,8.0,1.0,0.19,0.034,1.8,0.0,0.054,0.05,0.021,0.6,1.2,1.0
0000038727,00028169,兵庫県169,04,28,305,169,2006,2006-09-01,2006,10,16,2,35.0,34.54916667,134.4172222,1,-1,24.4,36.0,SIS,2006,False,Other,6.6,31.74,8.1,0.9,0.19,0.041,1.4,0.0,0.01,0.01,0.028,1.2,1.8,0.9
0000038728,00028169,兵庫県169,04,28,305,169,2006,2006-12-01,2007,1,24,2,36.0,34.54916667,134.4172222,1,-1,11.1,37.0,SIS,2006,False,Winter,8.8,31.94,8.1,0.9,0.19,0.03,2.4,0.0,0.0,0.12,0.022,1.5,0.8,0.9
0000040205,00028169,兵庫県169,04,28,305,169,2007,2007-03-01,2007,5,16,2,36.0,34.54916667,134.4172222,1,-1,14.2,37.0,SIS,2007,False,Other,7.3,32.53,8.1,1.7,0.4,0.03,1.8,0.01,0.0,0.03,0.013,0.5,1.4,1.5
0000040206,00028169,兵庫県169,04,28,305,169,2007,2007-06-01,2007,7,11,2,35.0,34.54916667,134.4172222,1,-1,19.6,36.0,SIS,2007,False,Summer,5.3,32.65,8.0,1.7,0.38,0.08,2.3,0.0,0.009,0.06,0.024,0.7,1.8,1.5
0000040207,00028169,兵庫県169,04,28,305,169,2007,2007-09-01,2007,10,9,2,35.0,34.54916667,134.4172222,1,-1,26.2,36.0,SIS,2007,False,Other,6.2,32.2,8.1,1.5,0.24,0.04,2.6,0.01,0.019,0.05,0.027,0.5,1.1,1.4
0000040208,00028169,兵庫県169,04,28,305,169,2007,2007-12-01,2008,1,22,2,36.0,34.54916667,134.4172222,1,-1,11.0,37.0,SIS,2007,False,Winter,9.1,33.15,8.2,1.3,0.23,0.03,2.4,0.0,0.0,0.0,0.011,2.6,1.4,1.3
0000041661,00028169,兵庫県169,04,28,305,169,2008,2008-03-01,2008,5,14,2,36.0,34.54916667,134.4172222,1,-1,13.0,37.0,SIS,2008,False,Other,7.2,32.5,8.0,0.0,0.22,0.03,1.7,0.06,0.0,0.03,0.02,3.8,0.6,0.0
0000041662,00028169,兵庫県169,04,28,305,169,2008,2008-06-01,2008,7,9,2,35.0,34.54916667,134.4172222,1,-1,18.2,36.0,SIS,2008,False,Summer,5.3,32.13,7.9,0.0,0.29,0.06,2.8,0.0,0.0,0.13,0.04,1.4,2.0,0.0
0000041663,00028169,兵庫県169,04,28,305,169,2008,2008-09-01,2008,10,6,2,36.0,34.54916667,134.4172222,1,-1,24.4,37.0,SIS,2008,False,Other,6.8,32.6,8.0,0.0,0.31,0.04,2.3,0.02,0.02,0.01,0.02,2.2,1.6,0.0
0000041664,00028169,兵庫県169,04,28,305,169,2008,2008-12-01,2009,1,20,2,36.0,34.54916667,134.4172222,1,-1,10.0,37.0,SIS,2008,False,Winter,9.2,33.3,8.1,0.0,0.2,0.02,2.0,0.0,0.007,0.0,0.01,1.5,1.5,0.0
0000043097,00028169,兵庫県169,04,28,305,169,2009,2009-03-01,2009,5,13,2,36.0,34.54916667,134.4172222,1,-1,14.0,37.0,SIS,2009,False,Other,7.4,32.76,8.0,0.0,0.288,0.043,1.4,0.05,0.002,0.0,0.015,0.5,1.1,0.0
0000043098,00028169,兵庫県169,04,28,305,169,2009,2009-06-01,2009,7,7,2,35.0,34.54916667,134.4172222,1,-1,21.3,36.0,SIS,2009,False,Summer,5.6,32.69,8.6,0.0,0.227,0.043,2.2,0.0,0.007,0.09,0.025,0.5,1.4,0.0
0000043099,00028169,兵庫県169,04,28,305,169,2009,2009-09-01,2009,10,5,2,35.0,34.54916667,134.4172222,1,-1,24.8,36.0,SIS,2009,False,Other,6.3,32.06,8.0,0.0,0.293,0.061,2.5,0.0,0.017,0.04,0.024,3.2,4.2,0.0
0000043100,00028169,兵庫県169,04,28,305,169,2009,2009-12-01,2010,1,12,2,37.0,34.54916667,134.4172222,1,-1,9.8,38.0,SIS,2009,False,Winter,8.6,32.82,8.0,0.0,0.158,0.026,2.4,0.01,0.0,0.02,0.011,2.0,1.2,0.0
0000044466,00028169,兵庫県169,04,28,305,169,2010,2010-03-01,2010,5,13,2,36.0,34.54916667,134.4172222,1,-1,14.2,37.0,SIS,2010,False,Other,8.6,32.07,8.04,0.0,0.1383392,0.01528693,1.42236,0.0109,0.0,0.0,0.005,2.5,4.7,0.0
0000044488,00028169,兵庫県169,04,28,305,169,2010,2010-06-01,2010,7,7,2,35.0,34.54916667,134.4172222,1,-1,19.8,36.0,SIS,2010,False,Summer,5.5,31.75,7.78,0.0,0.2437692,0.045,1.8,0.0124,0.0082,0.1454,0.0262,0.6,1.1,0.0
0000044510,00028169,兵庫県169,04,28,305,169,2010,2010-09-01,2010,10,6,2,35.0,34.54916667,134.4172222,1,-1,25.5,36.0,SIS,2010,False,Other,6.2,31.78,8.058,0.0,0.1442924,0.041,1.7,0.0,0.0311,0.0741,0.0254,0.6,0.8,0.0
0000044532,00028169,兵庫県169,04,28,305,169,2010,2010-12-01,2011,1,11,2,36.0,34.54916667,134.4172222,1,-1,10.4,37.0,SIS,2010,False,Winter,8.3,32.6,8.2,0.0,0.1412114,0.03,1.9,0.0,0.0066,0.0456,0.0116,3.4,1.4,0.0
0000045984,00028169,兵庫県169,04,28,305,169,2011,2011-03-01,2011,5,11,2,36.0,34.54916667,134.4172222,1,-1,12.5,37.0,SIS,2011,False,Other,7.4,32.95,8.0,0.0,0.16,0.031,1.9,0.06,0.002,0.02,0.016,1.7,2.1,0.0
0000045996,00028169,兵庫県169,04,28,305,169,2011,2011-06-01,2011,7,7,2,36.0,34.54916667,134.4172222,1,-1,19.1,37.0,SIS,2011,False,Summer,5.4,31.8,8.03,0.0,0.26,0.037,2.0,0.0124,0.064,0.18,0.023,0.3,1.6,0.0
0000046008,00028169,兵庫県169,04,28,305,169,2011,2011-09-01,2011,10,11,2,36.0,34.54916667,134.4172222,1,-1,24.7,37.0,SIS,2011,False,Other,6.0,30.63,8.11,0.0,0.25,0.036,1.4,0.0,0.025,0.09,0.025,0.5,1.8,0.0
0000046020,00028169,兵庫県169,04,28,305,169,2011,2011-12-01,2012,1,10,2,37.0,34.54916667,134.4172222,1,-1,9.6,38.0,SIS,2011,False,Winter,9.1,31.65,8.11,0.0,0.2,0.03,1.2,0.01,0.008,0.05,0.015,1.8,3.1,0.0
0000047248,00028169,兵庫県169,04,28,305,169,2012,2012-06-01,2012,7,13,2,36.0,34.54916667,134.4172222,1,-1,20.5,37.0,SIS,2012,False,Summer,6.0,31.51,8.04,0.0,0.35,0.028,1.7,0.02,0.012,0.07,0.006,0.2,0.8,0.0
0000047276,00028169,兵庫県169,04,28,305,169,2012,2012-12-01,2013,1,9,2,37.0,34.54916667,134.4172222,1,-1,10.5,38.0,SIS,2012,False,Winter,9.4,31.86,8.08,0.0,0.19,0.041,2.0,0.02,0.018,0.05,0.017,2.1,4.3,0.0
0000048238,00028169,兵庫県169,04,28,305,169,2013,2013-03-01,2013,5,23,2,36.0,34.54916667,134.4172222,1,-1,16.4,37.0,SIS,2013,False,Other,7.6,32.26,8.12,0.0,0.16,0.02,1.3,0.02,0.006,0.01,0.008,0.1,0.5,0.0
0000048260,00028169,兵庫県169,04,28,305,169,2013,2013-06-01,2013,7,10,2,36.0,34.54916667,134.4172222,1,-1,20.7,37.0,SIS,2013,False,Summer,5.8,32.33,8.0,0.0,0.19,0.027,1.5,0.01,0.015,0.07,0.02,0.1,0.4,0.0
0000048282,00028169,兵庫県169,04,28,305,169,2013,2013-09-01,2013,10,8,2,36.0,34.54916667,134.4172222,1,-1,24.7,37.0,SIS,2013,False,Other,6.0,31.01,8.06,0.0,0.25,0.053,1.9,0.07,0.018,0.01,0.039,3.4,5.2,0.0
0000048304,00028169,兵庫県169,04,28,305,169,2013,2013-12-01,2014,1,8,2,36.0,34.54916667,134.4172222,1,-1,11.1,37.0,SIS,2013,False,Winter,8.9,31.93,8.06,0.0,0.2,0.029,1.4,0.02,0.002,0.01,0.014,0.5,2.5,0.0
0000049674,00028169,兵庫県169,04,28,305,169,2014,2014-03-01,2014,5,28,2,36.0,34.54916667,134.4172222,1,-1,15.8,37.0,SIS,2014,False,Other,7.5,31.83,8.09,0.0,0.14,0.022,1.5,0.03,0.002,0.01,0.008,0.1,0.5,0.0
0000049696,00028169,兵庫県169,04,28,305,169,2014,2014-06-01,2014,7,16,2,36.0,34.54916667,134.4172222,1,-1,21.9,37.0,SIS,2014,False,Summer,6.1,31.98,7.99,0.0,0.22,0.03,1.6,0.01,0.006,0.07,0.022,0.1,1.1,0.0
0000049718,00028169,兵庫県169,04,28,305,169,2014,2014-09-01,2014,10,8,2,36.0,34.54916667,134.4172222,1,-1,24.3,37.0,SIS,2014,False,Other,6.8,31.17,8.09,0.0,0.19,0.037,1.6,0.01,0.021,0.04,0.026,0.8,3.9,0.0
0000049740,00028169,兵庫県169,04,28,305,169,2014,2014-12-01,2015,1,8,2,37.0,34.54916667,134.4172222,1,-1,10.3,38.0,SIS,2014,False,Winter,9.3,31.87,8.03,0.0,0.15,0.027,1.6,0.01,0.015,0.03,0.017,1.4,5.4,0.0
0000051309,00028169,兵庫県169,03,28,305,169,2015,2015-03-01,2015,5,19,2,37.0,34.54916667,134.4172222,1,-1,15.9,38.0,Osaka,2015,False,Other,8.2,31.83,8.04,0.0,0.12,0.016,1.4,0.02,0.002,0.01,0.011,0.1,0.5,0.0
0000051331,00028169,兵庫県169,03,28,305,169,2015,2015-06-01,2015,7,8,2,36.0,34.54916667,134.4172222,1,-1,22.1,37.0,Osaka,2015,False,Summer,6.5,31.61,8.02,0.0,0.14,0.023,1.7,0.01,0.013,0.03,0.017,0.4,1.3,0.0
0000051353,00028169,兵庫県169,03,28,305,169,2015,2015-09-01,2015,10,7,2,36.0,34.54916667,134.4172222,1,-1,24.3,37.0,Osaka,2015,False,Other,7.1,30.95,8.08,0.0,0.17,0.033,1.6,0.01,0.019,0.03,0.025,0.6,2.3,0.0
0000051375,00028169,兵庫県169,03,28,305,169,2015,2015-12-01,2016,1,7,2,37.0,34.54916667,134.4172222,1,-1,13.8,38.0,Osaka,2015,False,Winter,9.0,31.56,8.04,0.0,0.21,0.025,1.6,0.01,0.012,0.07,0.02,0.3,2.7,0.0
0000053569,00028169,兵庫県169,04,28,305,169,2016,2016-03-01,2016,5,18,2,36.0,34.54916667,134.4172222,1,-1,16.2,37.0,SIS,2016,False,Other,7.8,31.52,8.05,0.0,0.12,0.018,1.5,0.01,0.002,0.01,0.007,0.1,0.6,0.0
0000053571,00028169,兵庫県169,04,28,305,169,2016,2016-06-01,2016,7,8,2,36.0,34.54916667,134.4172222,1,-1,20.6,37.0,SIS,2016,False,Summer,5.4,31.61,7.94,0.0,0.19,0.031,1.7,0.01,0.002,0.08,0.023,0.7,2.0,0.0
0000053573,00028169,兵庫県169,04,28,305,169,2016,2016-09-01,2016,10,17,2,37.0,34.54916667,134.4172222,1,-1,24.7,38.0,SIS,2016,False,Other,6.7,31.08,8.13,0.0,0.19,0.038,1.7,0.01,0.006,0.08,0.027,0.2,2.0,0.0
0000053575,00028169,兵庫県169,04,28,305,169,2016,2016-12-01,2017,1,10,2,38.0,34.54916667,134.4172222,1,-1,13.7,39.0,SIS,2016,False,Winter,8.7,31.5,8.08,0.0,0.17,0.028,1.5,0.01,0.022,0.05,0.019,0.7,1.9,0.0
0000056385,00028169,兵庫県169,04,28,305,169,2017,2017-03-01,2017,5,16,2,37.0,34.54916667,134.4172222,1,-1,13.6,38.0,SIS,2017,False,Other,8.0,31.48,8.04,0.0,0.12,0.018,1.3,0.02,0.002,0.01,0.012,0.2,1.6,0.0
0000056407,00028169,兵庫県169,04,28,305,169,2017,2017-06-01,2017,7,7,2,36.0,34.54916667,134.4172222,1,-1,20.6,37.0,SIS,2017,False,Summer,5.0,31.84,7.92,0.0,0.23,0.034,1.4,0.01,0.002,0.08,0.024,0.3,0.6,0.0
0000056429,00028169,兵庫県169,04,28,305,169,2017,2017-09-01,2017,10,6,2,35.0,34.54916667,134.4172222,1,-1,24.2,36.0,SIS,2017,False,Other,7.4,31.49,8.15,0.0,0.17,0.024,1.7,0.01,0.004,0.01,0.012,3.5,4.7,0.0
0000056451,00028169,兵庫県169,04,28,305,169,2017,2017-12-01,2018,1,11,2,37.0,34.54916667,134.4172222,1,-1,9.8,38.0,SIS,2017,False,Winter,9.7,31.19,8.06,0.0,0.15,0.023,1.2,0.01,0.002,0.03,0.015,0.3,1.3,0.0
0000058329,00028169,兵庫県169,04,28,305,169,2018,2018-03-01,2018,5,16,2,37.0,34.54916667,134.4172222,1,-1,14.2,38.0,SIS,2018,False,Other,7.5,31.61,7.94,0.0,0.18,0.025,1.6,0.02,0.002,0.02,0.013,0.1,0.7,0.0
0000058351,00028169,兵庫県169,04,28,305,169,2018,2018-06-01,2018,7,11,2,36.0,34.54916667,134.4172222,1,-1,22.4,37.0,SIS,2018,False,Summer,6.8,31.18,8.01,0.0,0.12,0.018,1.6,0.01,0.02,0.01,0.011,0.2,0.9,0.0
0000058373,00028169,兵庫県169,04,28,305,169,2018,2018-09-01,2018,10,9,2,36.0,34.54916667,134.4172222,1,-1,24.2,37.0,SIS,2018,False,Other,6.8,30.11,8.01,0.0,0.21,0.025,1.5,0.01,0.004,0.09,0.025,0.3,2.1,0.0
0000058395,00028169,兵庫県169,04,28,305,169,2018,2018-12-01,2019,1,10,2,37.0,34.54916667,134.4172222,1,-1,11.9,38.0,SIS,2018,False,Winter,8.9,31.11,7.99,0.0,0.17,0.027,1.6,0.01,0.011,0.06,0.018,3.5,2.9,0.0
0000059017,00028169,兵庫県169,04,28,305,169,2019,2019-03-01,2019,5,29,2,36.0,34.54916667,134.4172222,1,-1,17.0,37.0,SIS,2019,False,Other,7.9,31.94,8.03,0.0,0.14,0.015,1.7,0.01,0.002,0.01,0.008,0.1,0.5,0.0
0000059039,00028169,兵庫県169,04,28,305,169,2019,2019-06-01,2019,7,4,2,36.0,34.54916667,134.4172222,1,-1,19.5,37.0,SIS,2019,False,Summer,5.7,31.73,7.92,0.0,0.16,0.023,1.4,0.01,0.035,0.03,0.019,0.1,0.9,0.0
0000059061,00028169,兵庫県169,04,28,305,169,2019,2019-09-01,2019,10,7,2,35.0,34.54916667,134.4172222,1,-1,25.5,36.0,SIS,2019,False,Other,7.0,31.54,8.05,0.0,0.15,0.027,1.8,0.01,0.021,0.01,0.019,0.6,1.5,0.0
0000059083,00028169,兵庫県169,04,28,305,169,2019,2019-12-01,2020,1,9,2,38.0,34.54916667,134.4172222,1,-1,13.3,39.0,SIS,2019,False,Winter,9.4,31.79,8.03,0.0,0.11,0.023,1.7,0.01,0.009,0.02,0.013,2.4,2.5,0.0
0000063551,00028169,兵庫県169,04,28,305,169,2020,2020-03-01,2020,5,20,2,37.0,34.54916667,134.4172222,1,-1,14.8,38.0,SIS,2020,False,Other,7.7,31.66,8.01,0.0,0.17,0.024,1.5,0.03,0.002,0.01,0.016,0.1,0.7,0.0
0000063573,00028169,兵庫県169,04,28,305,169,2020,2020-06-01,2020,7,9,2,38.0,34.54916667,134.4172222,1,-1,20.5,37.0,SIS,2020,False,Summer,6.2,31.52,7.96,0.0,0.14,0.023,1.9,0.01,0.008,0.03,0.016,0.7,1.0,0.0
0000063595,00028169,兵庫県169,04,28,305,169,2020,2020-09-01,2020,10,6,2,36.0,34.54916667,134.4172222,1,-1,24.6,37.0,SIS,2020,False,Other,7.1,31.29,8.1,0.0,0.16,0.036,2.5,0.01,0.006,0.01,0.015,11.0,3.0,0.0
0000063617,00028169,兵庫県169,04,28,305,169,2020,2020-12-01,2021,1,15,2,37.0,34.54916667,134.4172222,1,-1,10.8,38.0,SIS,2020,False,Winter,9.4,31.61,8.05,0.0,0.12,0.028,1.4,0.01,0.005,0.01,0.014,1.6,2.0,0.0
0000065045,00028169,兵庫県169,04,28,305,169,2021,2021-03-01,2021,5,11,2,37.0,34.54916667,134.4172222,1,-1,16.1,38.0,SIS,2021,False,Other,8.1,31.7,8.0,0.0,0.1,0.016,1.7,0.01,0.002,0.01,0.005,0.3,1.8,0.0
0000065067,00028169,兵庫県169,04,28,305,169,2021,2021-06-01,2021,7,7,2,36.0,34.54916667,134.4172222,1,-1,20.1,37.0,SIS,2021,False,Summer,6.0,31.33,7.94,0.0,0.15,0.022,1.9,0.01,0.002,0.06,0.019,0.1,0.7,0.0
0000065089,00028169,兵庫県169,04,28,305,169,2021,2021-09-01,2021,10,7,2,36.0,34.54916667,134.4172222,1,-1,24.8,37.0,SIS,2021,False,Other,5.4,30.72,8.02,0.0,0.15,0.03,2.3,0.01,0.009,0.03,0.024,6.1,1.0,0.0
