年度,県コード,連番,県番号,調査年月日,is_overflow,学名,和名,個体数,湿重量_g,Year,Month,Season,学名_clean
2015,40.0,Afk-1,,2015-08-18,False,Ogyrides sp.,ﾂﾉﾒｴﾋﾞ属,8.0,,2015.0,8.0,Summer,Ogyrides sp.
2015,40.0,Afk-1,,2015-08-18,False,Philyra heterograna,ﾍﾘﾄﾘｺﾌﾞｼ,10.0,0.1,2015.0,8.0,Summer,Philyra heterograna
2015,40.0,Afk-1,,2016-01-27,True,NEMERTINEA,紐形動物門,16.0,0.04,2016.0,1.0,Winter,NEMERTINEA
2015,40.0,Afk-1,,2016-01-27,True,VITRINELLIDAE,ｲｿｺﾊｸｶﾞｲ科,16.0,,2016.0,1.0,Winter,VITRINELLIDAE
2015,40.0,Afk-1,,2016-01-27,True,Nassarius sinarus,ｶﾗﾑｼﾛ,4.0,0.16,2016.0,1.0,Winter,Nassarius sinarus
2015,40.0,Afk-1,,2016-01-27,True,PYRAMIDELLIDAE,ﾄｳｶﾞﾀｶﾞｲ科,4.0,,2016.0,1.0,Winter,PYRAMIDELLIDAE
2015,40.0,Afk-1,,2016-01-27,True,Ringicula doliaris,ﾏﾒｳﾗｼﾏｶﾞｲ,2.0,0.02,2016.0,1.0,Winter,Ringicula doliaris
2015,40.0,Afk-1,,2016-01-27,True,Veremolpa micra,ﾋﾒｶﾉｺｱｻﾘ,12.0,0.14,2016.0,1.0,Winter,Veremolpa micra
2015,40.0,Afk-1,,2016-01-27,True,BIVALVIA,ﾆﾏｲｶﾞｲ綱,8.0,,2016.0,1.0,Winter,BIVALVIA
2015,40.0,Afk-1,,2016-01-27,True,Sigambra tentaculata,,40.0,0.04,2016.0,1.0,Winter,Sigambra tentaculata
2015,40.0,Afk-1,,2016-01-27,True,Hediste sp.,,2.0,0.36,2016.0,1.0,Winter,Hediste sp.
2015,40.0,Afk-1,,2016-01-27,True,Nectoneanthes latipoda,ｵｳｷﾞｺﾞｶｲ,2.0,0.02,2016.0,1.0,Winter,Nectoneanthes latipoda
2015,40.0,Afk-1,,2016-01-27,True,Nectoneanthes oxypoda,ｳﾁﾜｺﾞｶｲ,4.0,0.28,2016.0,1.0,Winter,Nectoneanthes oxypoda
2015,40.0,Afk-1,,2016-01-27,True,Glycera sp.,,4.0,0.14,2016.0,1.0,Winter,Glycera sp.
2015,40.0,Afk-1,,2016-01-27,True,Glycinde sp.,,24.0,0.02,2016.0,1.0,Winter,Glycinde sp.
2015,40.0,Afk-1,,2016-01-27,True,Nephtys sp.,,6.0,0.02,2016.0,1.0,Winter,Nephtys sp.
2015,40.0,Afk-1,,2016-01-27,True,Paraprionospio sp.(B型),,6.0,0.02,2016.0,1.0,Winter,Paraprionospio sp.(B型)
2015,40.0,Afk-1,,2016-01-27,True,Prionospio depauperata,ｿﾃﾞﾅｶﾞｽﾋﾟｵ,16.0,0.08,2016.0,1.0,Winter,Prionospio depauperata
2015,40.0,Afk-1,,2016-01-27,True,Prionospio sp.,,6.0,,2016.0,1.0,Winter,Prionospio sp.
2015,40.0,Afk-1,,2016-01-27,True,Magelona japonica,ﾓﾛﾃｺﾞｶｲ,6.0,0.1,2016.0,1.0,Winter,Magelona japonica
2015,40.0,Afk-1,,2016-01-27,True,Spiochaetopterus costarum,ｱｼﾋﾞｷﾂﾊﾞｻｺﾞｶｲ,2.0,0.02,2016.0,1.0,Winter,Spiochaetopterus costarum
2015,40.0,Afk-1,,2016-01-27,True,Sternaspis scutata,ﾀﾞﾙﾏｺﾞｶｲ,6.0,,2016.0,1.0,Winter,Sternaspis scutata
2015,40.0,Afk-1,,2016-01-27,True,Heteromastus sp.,,18.0,0.14,2016.0,1.0,Winter,Heteromastus sp.
2015,40.0,Afk-1,,2016-01-27,True,Mediomastus sp.,,156.0,0.06,2016.0,1.0,Winter,Mediomastus sp.
2015,40.0,Afk-1,,2016-01-27,True,AMPHICTENIDAE,ｳﾐｲｻｺﾞﾑｼ科,24.0,0.08,2016.0,1.0,Winter,AMPHICTENIDAE
2015,40.0,Afk-1,,2016-01-27,True,Balanus kondakovi,ﾄﾞﾛﾌｼﾞﾂﾎﾞ,6.0,0.04,2016.0,1.0,Winter,Balanus kondakovi
2015,40.0,Afk-1,,2016-01-27,True,Grandidierella sp.,,2.0,,2016.0,1.0,Winter,Grandidierella sp.
2015,40.0,Afk-1,,2016-01-27,True,Melita sp.,,2.0,,2016.0,1.0,Winter,Melita sp.
2015,40.0,Afk-1,,2016-01-27,True,Synchelidium sp.,,2.0,,2016.0,1.0,Winter,Synchelidium sp.
2015,40.0,Afk-1,,2016-01-27,True,Eucrate crenata,ﾏﾙﾊﾞｶﾞﾆ,2.0,0.08,2016.0,1.0,Winter,Eucrate crenata
2015,40.0,Afk-1,,2016-01-27,True,Phoronis sp.,,4.0,,2016.0,1.0,Winter,Phoronis sp.
2015,40.0,Afk-1,,2016-01-27,True,SYNAPTIDAE,ｲｶﾘﾅﾏｺ科,2.0,0.36,2016.0,1.0,Winter,SYNAPTIDAE
2015,40.0,Afk-2,,2015-08-18,False,EDWARDSIIDAE,ﾑｼﾓﾄﾞｷｷﾞﾝﾁｬｸ科,2.0,0.14,2015.0,8.0,Summer,EDWARDSIIDAE
2015,40.0,Afk-2,,2015-08-18,False,ACTINIARIA,ｲｿｷﾞﾝﾁｬｸ目,2.0,0.46,2015.0,8.0,Summer,ACTINIARIA
2015,40.0,Afk-2,,2015-08-18,False,NEMERTINEA,紐形動物門,58.0,0.16,2015.0,8.0,Summer,NEMERTINEA
2015,40.0,Afk-2,,2015-08-18,False,NEMATODA,線虫綱,14.0,,2015.0,8.0,Summer,NEMATODA
2015,40.0,Afk-2,,2015-08-18,False,EULIMIDAE,ﾊﾅｺﾞｳﾅ科,6.0,0.26,2015.0,8.0,Summer,EULIMIDAE
2015,40.0,Afk-2,,2015-08-18,False,Siphonalia cassidariaeformis,ﾐｸﾘｶﾞｲ,2.0,1.42,2015.0,8.0,Summer,Siphonalia cassidariaeformis
2015,40.0,Afk-2,,2015-08-18,False,Epitonium sp.,,2.0,,2015.0,8.0,Summer,Epitonium sp.
2015,40.0,Afk-2,,2015-08-18,False,PHILINIDAE,ｷｾﾜﾀｶﾞｲ科,26.0,0.26,2015.0,8.0,Summer,PHILINIDAE
2015,40.0,Afk-2,,2015-08-18,False,AGLAJIDAE,ｶﾉｺｷｾﾜﾀｶﾞｲ科,18.0,0.06,2015.0,8.0,Summer,AGLAJIDAE
2015,40.0,Afk-2,,2015-08-18,False,ARCIDAE,ﾌﾈｶﾞｲ科,6.0,,2015.0,8.0,Summer,ARCIDAE
2015,40.0,Afk-2,,2015-08-18,False,Modiolus sp.,ﾋﾊﾞﾘｶﾞｲ属,18.0,0.26,2015.0,8.0,Summer,Modiolus sp.
2015,40.0,Afk-2,,2015-08-18,False,Musculista japonica,ﾔﾏﾎﾄﾄｷﾞｽｶﾞｲ,26.0,0.06,2015.0,8.0,Summer,Musculista japonica
2015,40.0,Afk-2,,2015-08-18,False,Musculista senhousia,ﾎﾄﾄｷﾞｽｶﾞｲ,18.0,0.04,2015.0,8.0,Summer,Musculista senhousia
2015,40.0,Afk-2,,2015-08-18,False,Limaria sp.,,8.0,0.04,2015.0,8.0,Summer,Limaria sp.
2015,40.0,Afk-2,,2015-08-18,False,Semelangulus tokubeii,ｺﾒｻﾞｸﾗｶﾞｲ,2.0,0.1,2015.0,8.0,Summer,Semelangulus tokubeii
2015,40.0,Afk-2,,2015-08-18,False,Abrina lunella,ｼﾛﾊﾞﾄｶﾞｲ,4.0,0.2,2015.0,8.0,Summer,Abrina lunella
2015,40.0,Afk-2,,2015-08-18,False,Alvenius ojianus,ｹｼﾄﾘｶﾞｲ,6.0,,2015.0,8.0,Summer,Alvenius ojianus
2015,40.0,Afk-2,,2015-08-18,False,Veremolpa sp.,,6.0,,2015.0,8.0,Summer,Veremolpa sp.
2015,40.0,Afk-2,,2015-08-18,False,LYONSIIDAE,ｻｻﾞﾅﾐｶﾞｲ科,2.0,,2015.0,8.0,Summer,LYONSIIDAE
2015,40.0,Afk-2,,2015-08-18,False,BIVALVIA,ﾆﾏｲｶﾞｲ綱,2.0,,2015.0,8.0,Summer,BIVALVIA
2015,40.0,Afk-2,,2015-08-18,False,Lepidonotus sp.,,2.0,0.04,2015.0,8.0,Summer,Lepidonotus sp.
2015,40.0,Afk-2,,2015-08-18,False,Pholoe sp.,,146.0,0.06,2015.0,8.0,Summer,Pholoe sp.
2015,40.0,Afk-2,,2015-08-18,False,Sigalion sp.,,8.0,,2015.0,8.0,Summer,Sigalion sp.
2015,40.0,Afk-2,,2015-08-18,False,Eumida sp.,,2.0,,2015.0,8.0,Summer,Eumida sp.
2015,40.0,Afk-2,,2015-08-18,False,PHYLLODOCIDAE,ｻｼﾊﾞｺﾞｶｲ科,10.0,,2015.0,8.0,Summer,PHYLLODOCIDAE
2015,40.0,Afk-2,,2015-08-18,False,HESIONIDAE,ｵﾄﾋﾒｺﾞｶｲ科,2.0,,2015.0,8.0,Summer,HESIONIDAE
2015,40.0,Afk-2,,2015-08-18,False,Cabira pilargiformis japonica,,2.0,,2015.0,8.0,Summer,Cabira pilargiformis japonica
2015,40.0,Afk-2,,2015-08-18,False,Sigambra tentaculata,,8.0,,2015.0,8.0,Summer,Sigambra tentaculata
2015,40.0,Afk-2,,2015-08-18,False,Exogoninae,ｴｸｿｺﾞﾈ亜科,8.0,,2015.0,8.0,Summer,Exogoninae
2015,40.0,Afk-2,,2015-08-18,False,Syllinae,ｼﾘｽ亜科,106.0,0.12,2015.0,8.0,Summer,Syllinae
2015,40.0,Afk-2,,2015-08-18,False,Glycera sp.,,110.0,3.14,2015.0,8.0,Summer,Glycera sp.
2015,40.0,Afk-2,,2015-08-18,False,Aglaophamus sp.,,14.0,0.56,2015.0,8.0,Summer,Aglaophamus sp.
2015,40.0,Afk-2,,2015-08-18,False,Micronephthys sp.,,14.0,0.04,2015.0,8.0,Summer,Micronephthys sp.
2015,40.0,Afk-2,,2015-08-18,False,Nephtys sp.,,6.0,0.06,2015.0,8.0,Summer,Nephtys sp.
2015,40.0,Afk-2,,2015-08-18,False,Paralacydonia paradoxa,,2.0,,2015.0,8.0,Summer,Paralacydonia paradoxa
2015,40.0,Afk-2,,2015-08-18,False,Eunice sp.,,34.0,0.04,2015.0,8.0,Summer,Eunice sp.
2015,40.0,Afk-2,,2015-08-18,False,Lysidice sp.,,8.0,0.02,2015.0,8.0,Summer,Lysidice sp.
2015,40.0,Afk-2,,2015-08-18,False,Marphysa sp.,,6.0,0.02,2015.0,8.0,Summer,Marphysa sp.
2015,40.0,Afk-2,,2015-08-18,False,Lumbrineris sp.,,2.0,,2015.0,8.0,Summer,Lumbrineris sp.
2015,40.0,Afk-2,,2015-08-18,False,LUMBRINERIDAE,ｷﾞﾎﾞｼｲｿﾒ科,2.0,,2015.0,8.0,Summer,LUMBRINERIDAE
2015,40.0,Afk-2,,2015-08-18,False,Protodorvillea sp.,,24.0,0.02,2015.0,8.0,Summer,Protodorvillea sp.
2015,40.0,Afk-2,,2015-08-18,False,Scoloplos sp.,,14.0,0.24,2015.0,8.0,Summer,Scoloplos sp.
2015,40.0,Afk-2,,2015-08-18,False,Aonides oxycephala,ｹﾝｻｷｽﾋﾟｵ,38.0,0.08,2015.0,8.0,Summer,Aonides oxycephala
2015,40.0,Afk-2,,2015-08-18,False,Polydora sp.,,2.0,,2015.0,8.0,Summer,Polydora sp.
2015,40.0,Afk-2,,2015-08-18,False,Prionospio sp.,,4.0,,2015.0,8.0,Summer,Prionospio sp.
2015,40.0,Afk-2,,2015-08-18,False,Spiophanes bombyx,ｴﾗﾅｼｽﾋﾟｵ,24.0,0.08,2015.0,8.0,Summer,Spiophanes bombyx
2015,40.0,Afk-2,,2015-08-18,False,Spiophanes sp.,,168.0,0.3,2015.0,8.0,Summer,Spiophanes sp.
2015,40.0,Afk-2,,2015-08-18,False,SPIONIDAE,ｽﾋﾟｵ科,4.0,,2015.0,8.0,Summer,SPIONIDAE
2015,40.0,Afk-2,,2015-08-18,False,Magelona japonica,ﾓﾛﾃｺﾞｶｲ,4.0,0.02,2015.0,8.0,Summer,Magelona japonica
2015,40.0,Afk-2,,2015-08-18,False,Mesochaetopterus sp.,,4.0,2.26,2015.0,8.0,Summer,Mesochaetopterus sp.
2015,40.0,Afk-2,,2015-08-18,False,Aricidea sp.,,2.0,,2015.0,8.0,Summer,Aricidea sp.
2015,40.0,Afk-2,,2015-08-18,False,PARAONIDAE,ﾊﾟﾗｵﾆｽ科,84.0,0.06,2015.0,8.0,Summer,PARAONIDAE
2015,40.0,Afk-2,,2015-08-18,False,Cirriformia tentaculata,ﾐｽﾞﾋｷｺﾞｶｲ,40.0,0.72,2015.0,8.0,Summer,Cirriformia tentaculata
2015,40.0,Afk-2,,2015-08-18,False,Tharyx sp.,,4.0,,2015.0,8.0,Summer,Tharyx sp.
2015,40.0,Afk-2,,2015-08-18,False,CIRRATULIDAE,ﾐｽﾞﾋｷｺﾞｶｲ科,36.0,0.04,2015.0,8.0,Summer,CIRRATULIDAE
2015,40.0,Afk-2,,2015-08-18,False,CAPITELLIDAE,ｲﾄｺﾞｶｲ科,4.0,,2015.0,8.0,Summer,CAPITELLIDAE
2015,40.0,Afk-2,,2015-08-18,False,MALDANIDAE,ﾀｹﾌｼｺﾞｶｲ科,26.0,0.38,2015.0,8.0,Summer,MALDANIDAE
2015,40.0,Afk-2,,2015-08-18,False,Armandia sp.,,2.0,0.02,2015.0,8.0,Summer,Armandia sp.
2015,40.0,Afk-2,,2015-08-18,False,Sabellaria sp.,,2.0,,2015.0,8.0,Summer,Sabellaria sp.
2015,40.0,Afk-2,,2015-08-18,False,Paramphicteis sp.,,8.0,0.32,2015.0,8.0,Summer,Paramphicteis sp.
2015,40.0,Afk-2,,2015-08-18,False,AMPHARETIDAE,ｶｻﾞﾘｺﾞｶｲ科,72.0,0.14,2015.0,8.0,Summer,AMPHARETIDAE
2015,40.0,Afk-2,,2015-08-18,False,TEREBELLIDAE,ﾌｻｺﾞｶｲ科,8.0,0.02,2015.0,8.0,Summer,TEREBELLIDAE
2015,40.0,Afk-2,,2015-08-18,True,Chone sp.,,22.0,0.22,2015.0,8.0,Summer,Chone sp.
2015,40.0,Afk-2,,2015-08-18,True,Euchone sp.,,6.0,0.02,2015.0,8.0,Summer,Euchone sp.
2015,40.0,Afk-2,,2015-08-18,True,SABELLIDAE,ｹﾔﾘﾑｼ科,4.0,0.02,2015.0,8.0,Summer,SABELLIDAE
2015,40.0,Afk-2,,2015-08-18,True,SIPUNCULA,星口動物門,2.0,0.02,2015.0,8.0,Summer,SIPUNCULA
2015,40.0,Afk-2,,2015-08-18,True,CYPRIDINIDAE,ｳﾐﾎﾀﾙ科,98.0,0.36,2015.0,8.0,Summer,CYPRIDINIDAE
2015,40.0,Afk-2,,2015-08-18,True,OSTRACODA,ｶｲﾑｼ目,72.0,0.04,2015.0,8.0,Summer,OSTRACODA
2015,40.0,Afk-2,,2015-08-18,True,Nebalia bipes,ｺﾉﾊｴﾋﾞ,10.0,,2015.0,8.0,Summer,Nebalia bipes
2015,40.0,Afk-2,,2015-08-18,True,BODOTRIIDAE,ﾎﾞﾄﾞﾄﾘｱ科,18.0,0.04,2015.0,8.0,Summer,BODOTRIIDAE
2015,40.0,Afk-2,,2015-08-18,True,GYNODIASTYLIDAE,ﾌﾘｿﾃﾞｸｰﾏ科,124.0,0.1,2015.0,8.0,Summer,GYNODIASTYLIDAE
2015,40.0,Afk-2,,2015-08-18,True,CUMACEA,ｸ-ﾏ目,4.0,,2015.0,8.0,Summer,CUMACEA
2015,40.0,Afk-2,,2015-08-18,True,Kalliapseudes tomiokaensis,ﾄﾐｵｶｶﾘｱﾌﾟｾｳﾃﾞｽ,66.0,0.14,2015.0,8.0,Summer,Kalliapseudes tomiokaensis
2015,40.0,Afk-2,,2015-08-18,True,LEPTOCHELIIDAE,ﾚﾌﾟﾄｹﾘｱ科,480.0,0.1,2015.0,8.0,Summer,LEPTOCHELIIDAE
2015,40.0,Afk-2,,2015-08-18,True,TANAIDACEA,ﾀﾅｲｽ目,6.0,,2015.0,8.0,Summer,TANAIDACEA
2015,40.0,Afk-2,,2015-08-18,True,MUNNIDAE,ﾑﾝﾅ科,2.0,,2015.0,8.0,Summer,MUNNIDAE
2015,40.0,Afk-2,,2015-08-18,True,Synidotea sp.,,4.0,0.02,2015.0,8.0,Summer,Synidotea sp.
2015,40.0,Afk-2,,2015-08-18,True,LYSIANASSIDAE,ﾌﾄﾋｹﾞｿｺｴﾋﾞ科,124.0,0.12,2015.0,8.0,Summer,LYSIANASSIDAE
2015,40.0,Afk-2,,2015-08-18,True,Aoroides sp.,,12.0,0.02,2015.0,8.0,Summer,Aoroides sp.
2015,40.0,Afk-2,,2015-08-18,True,AORIDAE,ﾕﾝﾎﾞｿｺｴﾋﾞ科,14.0,,2015.0,8.0,Summer,AORIDAE
2015,40.0,Afk-2,,2015-08-18,True,Corophium sp.,,330.0,0.34,2015.0,8.0,Summer,Corophium sp.
2015,40.0,Afk-2,,2015-08-18,True,Gammaropsis sp.,,6.0,,2015.0,8.0,Summer,Gammaropsis sp.
2015,40.0,Afk-2,,2015-08-18,True,Photis longicaudata,ｸﾀﾞｵｿｺｴﾋﾞ,52.0,0.16,2015.0,8.0,Summer,Photis longicaudata
2015,40.0,Afk-2,,2015-08-18,True,Photis sp.,,588.0,0.58,2015.0,8.0,Summer,Photis sp.
2015,40.0,Afk-2,,2015-08-18,True,ISAEIDAE,ｲｼｸﾖｺｴﾋﾞ科,8.0,,2015.0,8.0,Summer,ISAEIDAE
2015,40.0,Afk-2,,2015-08-18,True,Cerapus tubularis,ﾎｿﾂﾂﾑｼ,18.0,0.02,2015.0,8.0,Summer,Cerapus tubularis
2015,40.0,Afk-2,,2015-08-18,True,Ericthonius pugnax,ﾎｿﾖｺｴﾋﾞ,30.0,0.02,2015.0,8.0,Summer,Ericthonius pugnax
2015,40.0,Afk-2,,2015-08-18,True,Podocerus inconspicuus,ﾄﾞﾛﾉﾐ,8.0,0.02,2015.0,8.0,Summer,Podocerus inconspicuus
2015,40.0,Afk-2,,2015-08-18,True,Gitanopsis sp.,,12.0,,2015.0,8.0,Summer,Gitanopsis sp.
2015,40.0,Afk-2,,2015-08-18,True,Urothoe sp.,,70.0,0.02,2015.0,8.0,Summer,Urothoe sp.
2015,40.0,Afk-2,,2015-08-18,True,MELITIDAE,ﾒﾘﾀﾖｺｴﾋﾞ科,38.0,0.02,2015.0,8.0,Summer,MELITIDAE
2015,40.0,Afk-2,,2015-08-18,True,Synchelidium sp.,,2.0,,2015.0,8.0,Summer,Synchelidium sp.
2015,40.0,Afk-2,,2015-08-18,True,Ampelisca naikaiensis,ﾌｸﾛｽｶﾞﾒ,14.0,0.02,2015.0,8.0,Summer,Ampelisca naikaiensis
2015,40.0,Afk-2,,2015-08-18,True,Ampelisca sp.,,16.0,0.02,2015.0,8.0,Summer,Ampelisca sp.
2015,40.0,Afk-2,,2015-08-18,True,Byblis japonicus,ﾆｯﾎﾟﾝｽｶﾞﾒ,610.0,2.38,2015.0,8.0,Summer,Byblis japonicus
2015,40.0,Afk-2,,2015-08-18,True,Liljeborgia sp.,,4.0,,2015.0,8.0,Summer,Liljeborgia sp.
2015,40.0,Afk-2,,2015-08-18,True,Caprella sp.,,8.0,,2015.0,8.0,Summer,Caprella sp.
2015,40.0,Afk-2,,2015-08-18,True,Polyonyx sinensis,ﾔﾄﾞﾘｶﾆﾀﾞﾏｼ,4.0,0.24,2015.0,8.0,Summer,Polyonyx sinensis
2015,40.0,Afk-2,,2015-08-18,True,Tritodynamia horvathi,ｵﾖｷﾞﾋﾟﾝﾉ,8.0,6.56,2015.0,8.0,Summer,Tritodynamia horvathi
2015,40.0,Afk-2,,2015-08-18,True,Phoronis sp.,,16.0,0.02,2015.0,8.0,Summer,Phoronis sp.
2015,40.0,Afk-2,,2015-08-18,True,Ophiophragmus japonicus,ｶｷｸﾓﾋﾄﾃﾞ,6.0,0.24,2015.0,8.0,Summer,Ophiophragmus japonicus
2015,40.0,Afk-2,,2015-08-18,True,AMPHIURIDAE,ｽﾅｸﾓﾋﾄﾃﾞ科,10.0,0.88,2015.0,8.0,Summer,AMPHIURIDAE
2015,40.0,Afk-2,,2015-08-18,True,OPHIUROIDEA,ｸﾓﾋﾄﾃﾞ綱,8.0,0.08,2015.0,8.0,Summer,OPHIUROIDEA
2015,40.0,Afk-2,,2016-01-27,True,ACTINIARIA,ｲｿｷﾞﾝﾁｬｸ目,10.0,,2016.0,1.0,Winter,ACTINIARIA
2015,40.0,Afk-2,,2016-01-27,True,NEMERTINEA,紐形動物門,180.0,0.28,2016.0,1.0,Winter,NEMERTINEA
2015,40.0,Afk-2,,2016-01-27,True,NEMATODA,線虫綱,2.0,,2016.0,1.0,Winter,NEMATODA
2015,40.0,Afk-2,,2016-01-27,True,EULIMIDAE,ﾊﾅｺﾞｳﾅ科,2.0,0.24,2016.0,1.0,Winter,EULIMIDAE
2015,40.0,Afk-2,,2016-01-27,True,TURRIDAE,ｸﾀﾞﾏｷｶﾞｲ科,2.0,0.04,2016.0,1.0,Winter,TURRIDAE
2015,40.0,Afk-2,,2016-01-27,True,PHILINIDAE,ｷｾﾜﾀｶﾞｲ科,4.0,0.02,2016.0,1.0,Winter,PHILINIDAE
2015,40.0,Afk-2,,2016-01-27,True,Petrasma pusilla,ｷﾇﾀﾚｶﾞｲ,2.0,0.02,2016.0,1.0,Winter,Petrasma pusilla
2015,40.0,Afk-2,,2016-01-27,True,Modiolus sp.,ﾋﾊﾞﾘｶﾞｲ属,6.0,0.06,2016.0,1.0,Winter,Modiolus sp.
2015,40.0,Afk-2,,2016-01-27,True,Musculista japonica,ﾔﾏﾎﾄﾄｷﾞｽｶﾞｲ,18.0,0.06,2016.0,1.0,Winter,Musculista japonica
2015,40.0,Afk-2,,2016-01-27,True,Semelangulus tokubeii,ｺﾒｻﾞｸﾗｶﾞｲ,2.0,0.06,2016.0,1.0,Winter,Semelangulus tokubeii
2015,40.0,Afk-2,,2016-01-27,True,Alvenius ojianus,ｹｼﾄﾘｶﾞｲ,4.0,,2016.0,1.0,Winter,Alvenius ojianus
2015,40.0,Afk-2,,2016-01-27,True,Pholoe sp.,,8.0,,2016.0,1.0,Winter,Pholoe sp.
2015,40.0,Afk-2,,2016-01-27,True,Eumida sp.,,2.0,,2016.0,1.0,Winter,Eumida sp.
2015,40.0,Afk-2,,2016-01-27,True,PHYLLODOCIDAE,ｻｼﾊﾞｺﾞｶｲ科,4.0,,2016.0,1.0,Winter,PHYLLODOCIDAE
2015,40.0,Afk-2,,2016-01-27,True,Sigambra tentaculata,,2.0,,2016.0,1.0,Winter,Sigambra tentaculata
2015,40.0,Afk-2,,2016-01-27,True,Exogoninae,ｴｸｿｺﾞﾈ亜科,98.0,0.06,2016.0,1.0,Winter,Exogoninae
2015,40.0,Afk-2,,2016-01-27,True,Syllinae,ｼﾘｽ亜科,18.0,0.02,2016.0,1.0,Winter,Syllinae
2015,40.0,Afk-2,,2016-01-27,True,SYLLIDAE,ｼﾘｽ科,2.0,,2016.0,1.0,Winter,SYLLIDAE
2015,40.0,Afk-2,,2016-01-27,True,Glycera sp.,,4.0,0.26,2016.0,1.0,Winter,Glycera sp.
2015,40.0,Afk-2,,2016-01-27,True,Micronephthys sp.,,10.0,,2016.0,1.0,Winter,Micronephthys sp.
2015,40.0,Afk-2,,2016-01-27,True,Nephtys sp.,,2.0,0.12,2016.0,1.0,Winter,Nephtys sp.
2015,40.0,Afk-2,,2016-01-27,True,NEPHTYIDAE,ｼﾛｶﾞﾈｺﾞｶｲ科,2.0,,2016.0,1.0,Winter,NEPHTYIDAE
2015,40.0,Afk-2,,2016-01-27,True,Paralacydonia paradoxa,,2.0,0.02,2016.0,1.0,Winter,Paralacydonia paradoxa
2015,40.0,Afk-2,,2016-01-27,True,Eunice sp.,,2.0,0.04,2016.0,1.0,Winter,Eunice sp.
2015,40.0,Afk-2,,2016-01-27,True,Protodorvillea sp.,,30.0,,2016.0,1.0,Winter,Protodorvillea sp.
2015,40.0,Afk-2,,2016-01-27,True,Schistomeringos sp.,,4.0,0.02,2016.0,1.0,Winter,Schistomeringos sp.
2015,40.0,Afk-2,,2016-01-27,True,Scoloplos sp.,,12.0,0.1,2016.0,1.0,Winter,Scoloplos sp.
2015,40.0,Afk-2,,2016-01-27,True,Aonides oxycephala,ｹﾝｻｷｽﾋﾟｵ,4.0,0.02,2016.0,1.0,Winter,Aonides oxycephala
2015,40.0,Afk-2,,2016-01-27,True,Prionospio sp.,,14.0,,2016.0,1.0,Winter,Prionospio sp.
2015,40.0,Afk-2,,2016-01-27,True,Spiophanes bombyx,ｴﾗﾅｼｽﾋﾟｵ,96.0,0.32,2016.0,1.0,Winter,Spiophanes bombyx
2015,40.0,Afk-2,,2016-01-27,True,Magelona japonica,ﾓﾛﾃｺﾞｶｲ,6.0,0.02,2016.0,1.0,Winter,Magelona japonica
2015,40.0,Afk-2,,2016-01-27,True,Spiochaetopterus costarum,ｱｼﾋﾞｷﾂﾊﾞｻｺﾞｶｲ,2.0,0.02,2016.0,1.0,Winter,Spiochaetopterus costarum
2015,40.0,Afk-2,,2016-01-27,True,Aricidea sp.,,10.0,,2016.0,1.0,Winter,Aricidea sp.
2015,40.0,Afk-2,,2016-01-27,True,PARAONIDAE,ﾊﾟﾗｵﾆｽ科,114.0,0.06,2016.0,1.0,Winter,PARAONIDAE
2015,40.0,Afk-2,,2016-01-27,True,Tharyx sp.,,22.0,0.08,2016.0,1.0,Winter,Tharyx sp.
2015,40.0,Afk-2,,2016-01-27,True,MALDANIDAE,ﾀｹﾌｼｺﾞｶｲ科,4.0,0.02,2016.0,1.0,Winter,MALDANIDAE
2015,40.0,Afk-2,,2016-01-27,True,Polygordius sp.,,48.0,,2016.0,1.0,Winter,Polygordius sp.
2015,40.0,Afk-2,,2016-01-27,True,Sabellaria sp.,,8.0,0.02,2016.0,1.0,Winter,Sabellaria sp.
2015,40.0,Afk-2,,2016-01-27,True,AMPHARETIDAE,ｶｻﾞﾘｺﾞｶｲ科,2.0,0.02,2016.0,1.0,Winter,AMPHARETIDAE
2015,40.0,Afk-2,,2016-01-27,True,SABELLIDAE,ｹﾔﾘﾑｼ科,2.0,,2016.0,1.0,Winter,SABELLIDAE
2015,40.0,Afk-2,,2016-01-27,True,CYPRIDINIDAE,ｳﾐﾎﾀﾙ科,8.0,0.2,2016.0,1.0,Winter,CYPRIDINIDAE
2015,40.0,Afk-2,,2016-01-27,True,OSTRACODA,ｶｲﾑｼ目,16.0,0.02,2016.0,1.0,Winter,OSTRACODA
2015,40.0,Afk-2,,2016-01-27,True,Nebalia bipes,ｺﾉﾊｴﾋﾞ,10.0,,2016.0,1.0,Winter,Nebalia bipes
2015,40.0,Afk-2,,2016-01-27,True,BODOTRIIDAE,ﾎﾞﾄﾞﾄﾘｱ科,2.0,,2016.0,1.0,Winter,BODOTRIIDAE
2015,40.0,Afk-2,,2016-01-27,True,GYNODIASTYLIDAE,ﾌﾘｿﾃﾞｸｰﾏ科,24.0,0.04,2016.0,1.0,Winter,GYNODIASTYLIDAE
2015,40.0,Afk-2,,2016-01-27,True,CUMACEA,ｸ-ﾏ目,2.0,,2016.0,1.0,Winter,CUMACEA
2015,40.0,Afk-2,,2016-01-27,True,LEPTOCHELIIDAE,ﾚﾌﾟﾄｹﾘｱ科,2928.0,1.5,2016.0,1.0,Winter,LEPTOCHELIIDAE
2015,40.0,Afk-2,,2016-01-27,True,MUNNIDAE,ﾑﾝﾅ科,2.0,,2016.0,1.0,Winter,MUNNIDAE
