連番,Year,Season,S,N,Shannon,Simpson,Margalef,Pielou,lat_dd,lon_dd,sea_area,do_station,env_dist_km,env_zettaicode,is_hypoxic_station,is_stressed_station
15.0,2008.0,Winter,3,7.0,0.9556998911125344,0.5714285714285714,1.0277966847395017,0.8699155297736259,35.551111111111105,139.9088888888889,100.0,11.9,253.14440622191242,2355,False,False
18.0,2008.0,Winter,11,326.0,0.7468588410328754,0.3504083706575334,1.728041701966084,0.311464328532281,35.559999999999995,139.82444444444445,100.0,11.9,246.24098979908203,2355,False,False
181.0,2008.0,Winter,17,26.0,2.758100484412114,0.9319526627218936,4.910842822882158,0.97348845620762,34.282222222222224,134.3538888888889,306.0,8.7,1.050338266185614e-06,37181,False,False
2.0,2008.0,Winter,14,247.0,1.2070367599079228,0.513694700781852,2.359608581876923,0.4573742094810398,35.64388888888889,139.9933333333333,100.0,11.9,263.76389324452344,2355,False,False
23.0,2008.0,Winter,9,193.0,1.0908026396760009,0.5254369244811942,1.520135085448517,0.4964456755705979,34.656666666666666,135.275,301.0,9.0,1.0330380410700952,2823,False,False
254.0,2008.0,Winter,15,72.0,1.955501873502665,0.7380401234567902,3.273577971810673,0.7221069508633007,34.11138888888889,133.6275,310.0,8.8,1.2354992871652025e-07,37254,False,False
26.0,2008.0,Winter,18,179.0,1.9954735257779783,0.7826846852470273,3.277180575398651,0.6903864599169893,35.46416666666667,139.85611111111112,100.0,11.9,245.65686195169067,2355,False,False
27.0,2008.0,Winter,7,15.0,1.5065950881316383,0.6755555555555557,2.2156162384131304,0.7742367184132575,34.666666666666664,136.60027777777776,201.0,8.0,0.44935052538878156,2427,False,False
274.0,2008.0,Winter,11,16.0,2.252728336819822,0.875,3.6067376022224087,0.9394606855331354,34.05333333333333,133.5,310.0,9.2,0.4363776020606364,38274,False,False
313.0,2008.0,Winter,26,65.0,2.6739558346419354,0.8724260355029585,5.988902893675464,0.8207110512034511,34.38666666666666,133.24749999999997,309.0,9.4,0.8064028823357108,34312,False,False
32.0,2008.0,Winter,9,68.0,1.1199349548270363,0.4818339100346018,1.895955774695311,0.5097043635770617,35.4575,139.7513888888889,100.0,11.9,236.3724611201976,2355,False,False
328.0,2008.0,Winter,14,30.0,2.176185661560307,0.8088888888888889,3.822183349337679,0.8246071948264828,34.0,133.17499999999998,310.0,8.7,0.43645341499102913,38328,False,False
35.0,2008.0,Winter,43,366.0,2.302807442547444,0.767640120636627,7.115468237258384,0.6122533690613822,35.34805555555556,139.80583333333334,100.0,11.9,237.81721530664063,2355,False,False
396.0,2008.0,Winter,7,23.0,1.7757378842935911,0.8128544423440454,1.913573933422806,0.9125487552216448,34.333333333333336,132.45583333333332,312.0,8.3,3.083075573419973e-06,34396,False,False
4.0,2008.0,Winter,9,285.0,1.1219195480601758,0.5944721452754694,1.41530567239755,0.5106075908819127,35.60166666666667,140.06416666666667,100.0,11.9,268.2471184074217,2355,False,False
410.0,2008.0,Winter,10,23.0,2.088870423865256,0.8544423440453687,2.870360900134209,0.9071848984955874,34.30305555555555,132.35305555555556,312.0,8.5,1.4739665288236428,34411,False,False
426.0,2008.0,Winter,1,2.0,-0.0,0.0,,,33.99666666666667,132.29222222222222,312.0,9.5,2.081891068016308e-06,35426,False,False
44.0,2008.0,Winter,19,29.0,2.805373958957236,0.929845422116528,5.345535678720662,0.9527702828303906,34.436388888888885,135.14,301.0,9.4,0.4497499003868794,2744,False,False
550.0,2008.0,Winter,7,35.0,1.0581089921378573,0.4702040816326529,1.6875984843763705,0.5437604571061724,34.03805555555555,131.70083333333332,315.0,9.4,3.110951984571743e-06,35550,False,False
59.0,2008.0,Winter,6,76.0,1.2852865051975104,0.6191135734072022,1.1545388753188437,0.7173320567136454,34.72,137.12166666666667,202.0,9.7,0.4640774576398907,2359,False,False
598.0,2008.0,Winter,2,2.0,0.6931471805599453,0.5,1.4426950408889634,1.0,33.78333333333333,131.32527777777779,316.0,10.0,2.08693947347891e-06,35598,False,False
61.0,2008.0,Winter,2,10.0,0.6730116670092565,0.48,0.4342944819032517,0.9709505944546688,34.75,137.3,202.0,11.6,1.104548288568557,2361,False,False
617.0,2008.0,Winter,18,39.0,2.670507400566009,0.9165023011176856,4.640293146959756,0.9239321527656394,33.635,131.13333333333333,316.0,6.5,0.4369762901227268,40617,False,False
79.0,2008.0,Winter,26,49.0,3.05036871250506,0.9429404414827156,6.423729279621884,0.93624258118436,34.11277777777778,135.00833333333333,303.0,8.3,3.078671416947404e-06,3079,False,False
9.0,2008.0,Winter,3,5.0,0.9502705392332348,0.56,1.2426698691192235,0.8649735207179272,35.53722222222222,140.0225,100.0,11.9,262.4436091555099,2355,False,False
10.0,2009.0,Winter,31,462.0,1.5074486690016198,0.6375161634901894,4.889525338344325,0.438979116472168,34.93333333333333,136.805,201.0,9.6,0.4636454643681527,2310,False,False
11.0,2009.0,Winter,4,24.0,0.9972460116410686,0.5173611111111112,0.9439739413323746,0.7193609377704336,34.88638888888889,136.66666666666666,201.0,1.5,0.46373887583859613,2411,True,True
12.0,2009.0,Winter,3,95.0,0.2640260866707414,0.1194459833795013,0.4391862247503719,0.2403269009404859,35.608333333333334,139.8983333333333,100.0,9.0,0.47768825343837323,1212,False,False
143.0,2009.0,Winter,12,24.0,2.268015842667635,0.8715277777777778,3.4612377848853733,0.9127167182964924,34.60333333333333,134.61388888888888,305.0,8.7,1.082385399248306e-06,28143,False,False
15.0,2009.0,Winter,1,2.0,-0.0,0.0,,,35.551111111111105,139.9088888888889,100.0,7.8,0.4778209472003837,1215,False,False
18.0,2009.0,Winter,3,33.0,0.2706407936167973,0.1157024793388428,0.5719993350053487,0.2463478666754271,35.559999999999995,139.82444444444445,100.0,6.8,0.4778031123314523,1318,False,False
181.0,2009.0,Winter,5,8.0,1.3862943611198906,0.6875,1.9235933878519516,0.8613531161467861,34.282222222222224,134.3538888888889,306.0,9.3,1.050338266185614e-06,37181,False,False
2.0,2009.0,Winter,24,564.0,1.0573997013792462,0.407801418439716,3.6305924285591016,0.3327192545582143,35.64388888888889,139.9933333333333,100.0,9.8,0.47760326398872804,122,False,False
23.0,2009.0,Winter,4,211.0,0.1539329051924018,0.055659127153478,0.5605529752806584,0.1110391194753545,34.656666666666666,135.275,301.0,7.9,1.0330380410700952,2823,False,False
254.0,2009.0,Winter,15,135.0,1.5162530203516598,0.5790946502057612,2.8540704919402766,0.5599058022390153,34.11138888888889,133.6275,310.0,9.3,1.2354992871652025e-07,37254,False,False
26.0,2009.0,Winter,12,367.0,0.6057891660511894,0.2185776121286815,1.8627139679211664,0.2437874944327877,35.46416666666667,139.85611111111112,100.0,7.0,0.47802883737174107,1326,False,False
27.0,2009.0,Winter,3,6.0,1.0986122886681096,0.6666666666666667,1.1162212531024944,0.9999999999999998,34.666666666666664,136.60027777777776,201.0,9.8,0.44935052538878156,2427,False,False
274.0,2009.0,Winter,3,4.0,1.039720770839918,0.625,1.4426950408889634,0.946394630357186,34.05333333333333,133.5,310.0,9.3,0.4363776020606364,38274,False,False
313.0,2009.0,Winter,10,17.0,2.1700483464601645,0.8719723183391004,3.1766051147828502,0.9424400223309254,34.38666666666666,133.24749999999997,309.0,9.7,0.8064028823357108,34312,False,False
328.0,2009.0,Winter,10,16.0,2.0140355237092677,0.8125,3.246063842000168,0.8746845143040606,34.0,133.17499999999998,310.0,8.8,0.43645341499102913,38328,False,False
35.0,2009.0,Winter,34,309.0,1.8576279798575028,0.6188456342099475,5.755805978787987,0.5267833413203553,35.34805555555556,139.80583333333334,100.0,7.2,0.6980006225924529,1235,False,False
396.0,2009.0,Winter,11,21.0,2.199224814389626,0.8662131519274376,3.2845873875305105,0.91714798362445,34.333333333333336,132.45583333333332,312.0,8.6,3.083075573419973e-06,34396,False,False
4.0,2009.0,Winter,11,116.0,1.135222297115506,0.5260107015457789,2.103673139243114,0.4734244693642057,35.60166666666667,140.06416666666667,100.0,8.5,0.4777057070374204,124,False,False
410.0,2009.0,Winter,6,6.0,1.7917594692280547,0.8333333333333333,2.7905531327562363,1.0,34.30305555555555,132.35305555555556,312.0,8.5,1.4739665288236428,34411,False,False
426.0,2009.0,Winter,1,2.0,-0.0,0.0,,,33.99666666666667,132.29222222222222,312.0,9.5,2.081891068016308e-06,35426,False,False
44.0,2009.0,Winter,2,2.0,0.6931471805599453,0.5,1.4426950408889634,1.0,34.436388888888885,135.14,301.0,8.5,0.4497499003868794,2744,False,False
528.0,2009.0,Winter,6,19.0,1.530605242058942,0.736842105263158,1.698116359475543,0.8542470506481395,33.30333333333333,131.61333333333332,314.0,8.3,9.243698658432601,44578,False,False
550.0,2009.0,Winter,7,35.0,1.0581089921378573,0.4702040816326529,1.6875984843763705,0.5437604571061724,34.03805555555555,131.70083333333332,315.0,10.0,3.110951984571743e-06,35550,False,False
59.0,2009.0,Winter,7,30.0,1.6148445133015106,0.7622222222222222,1.7640846227712363,0.8298659185705332,34.72,137.12166666666667,202.0,9.6,0.4640774576398907,2359,False,False
598.0,2009.0,Winter,2,2.0,0.6931471805599453,0.5,1.4426950408889634,1.0,33.78333333333333,131.32527777777779,316.0,9.3,2.08693947347891e-06,35598,False,False
61.0,2009.0,Winter,1,1.0,-0.0,0.0,,,34.75,137.3,202.0,10.9,1.104548288568557,2361,False,False
617.0,2009.0,Winter,8,14.0,1.9459101490553128,0.8367346938775511,2.652462271829658,0.9357849740192016,33.635,131.13333333333333,316.0,9.7,0.4369762901227268,40617,False,False
79.0,2009.0,Winter,16,43.0,2.3279553596418694,0.8501892915089238,3.988088785122781,0.8396324131915521,34.11277777777778,135.00833333333333,303.0,8.2,3.078671416947404e-06,3079,False,False
9.0,2009.0,Winter,3,4.0,1.039720770839918,0.625,1.4426950408889634,0.946394630357186,35.53722222222222,140.0225,100.0,7.8,0.4778553138512997,129,False,False
1.0,2010.0,Winter,11,159.0,0.7389384071504781,0.2757011194177446,1.972812979108956,0.3081612510491873,,,,9.019101123595506,,regional_mean,False,False
10.0,2010.0,Winter,28,105.0,2.389666994004281,0.7996371882086167,5.801510534804218,0.7171429564743717,34.93333333333333,136.805,201.0,9.2,0.4636454643681527,2310,False,False
11.0,2010.0,Winter,13,160.0,1.130327538200899,0.476171875,2.3644510388945426,0.4406822048601983,34.88638888888889,136.66666666666666,201.0,9.1,0.46373887583859613,2411,False,False
143.0,2010.0,Winter,11,106.66666666666669,2.339371734389815,0.8984375,2.1414611975133844,0.9755937888228712,34.60333333333333,134.61388888888888,305.0,8.6,1.082385399248306e-06,28143,False,False
18.0,2010.0,Winter,56,382.0,3.25033995042298,0.9294290178449056,9.250817329960162,0.8074673221482843,35.559999999999995,139.82444444444445,100.0,8.4,0.4778031123314523,1318,False,False
181.0,2010.0,Winter,3,70.0,0.9556998911125344,0.5714285714285714,0.4707549111047736,0.8699155297736259,34.282222222222224,134.3538888888889,306.0,9.0,1.050338266185614e-06,37181,False,False
2.0,2010.0,Winter,10,86.0,0.9689470748675608,0.399134667387777,2.020498044139886,0.4208083678712786,35.64388888888889,139.9933333333333,100.0,9.6,0.47760326398872804,122,False,False
23.0,2010.0,Winter,2,40.0,0.4505612088663047,0.2777777777777777,0.2710850306818168,0.6500224216483542,34.656666666666666,135.275,301.0,8.9,1.0330380410700952,2823,False,False
254.0,2010.0,Winter,7,800.0,0.588737978027641,0.2312499999999999,0.8975839202695519,0.3025514709985235,34.11138888888889,133.6275,310.0,7.8,1.2354992871652025e-07,37254,False,False
26.0,2010.0,Winter,9,29.0,1.8777844367314909,0.7966706302021404,2.3757936349869606,0.8546165267311918,35.46416666666667,139.85611111111112,100.0,7.9,0.47802883737174107,1326,False,False
27.0,2010.0,Winter,6,7.0,1.7478680974667573,0.8163265306122449,2.569491711848753,0.9755037590061084,34.666666666666664,136.60027777777776,201.0,9.5,0.44935052538878156,2427,False,False
274.0,2010.0,Winter,5,41.66666666666667,1.6094379124341005,0.8,1.072471900254856,1.0000000000000002,34.05333333333333,133.5,310.0,9.5,0.4363776020606364,38274,False,False
3.0,2010.0,Winter,27,208.0,2.5726207314896747,0.8663091715976332,4.871159626734678,0.7805667683451101,,,,9.019101123595506,,regional_mean,False,False
313.0,2010.0,Winter,12,360.0,1.6923747223269268,0.683641975308642,1.8688082883390589,0.6810616899718593,34.38666666666666,133.24749999999997,309.0,9.2,0.8064028823357108,34312,False,False
32.0,2010.0,Winter,7,1100.0,0.6512247690277227,0.284090909090909,0.856767659150186,0.3346633293134705,35.4575,139.7513888888889,100.0,7.9,9.249645817812628,1326,False,False
328.0,2010.0,Winter,5,50.0,1.5607104090414068,0.7777777777777777,1.022488874541326,0.9697238998682476,34.0,133.17499999999998,310.0,9.1,0.43645341499102913,38328,False,False
396.0,2010.0,Winter,7,180.0,1.347974960012722,0.5987654320987654,1.1554111024379956,0.6927220975064688,34.333333333333336,132.45583333333332,312.0,8.7,3.083075573419973e-06,34396,False,False
4.0,2010.0,Winter,2,10.0,0.6931471805599453,0.5,0.4342944819032517,1.0,35.60166666666667,140.06416666666667,100.0,9.0,0.4777057070374204,124,False,False
410.0,2010.0,Winter,2,20.0,0.6931471805599453,0.5,0.333808200695334,1.0,34.30305555555555,132.35305555555556,312.0,8.7,1.4739665288236428,34411,False,False
426.0,2010.0,Winter,2,16.0,0.2337916587064593,0.1171875,0.3606737602222408,0.3372900666170139,33.99666666666667,132.29222222222222,312.0,9.8,2.081891068016308e-06,35426,False,False
44.0,2010.0,Winter,6,7.0,1.7478680974667573,0.8163265306122449,2.569491711848753,0.9755037590061084,34.436388888888885,135.14,301.0,9.3,0.4497499003868794,2744,False,False
5.0,2010.0,Winter,12,238.0,0.8482630365621141,0.3355695219264177,2.0101344863885986,0.3413661582154338,,,,9.019101123595506,,regional_mean,False,False
528.0,2010.0,Winter,10,1180.0,0.9312071389095544,0.4003160011490952,1.272395986510218,0.4044181219373344,33.30333333333333,131.61333333333332,314.0,7.8,9.243698658432601,44578,False,False
550.0,2010.0,Winter,8,123.0,1.125617377760196,0.5509947782404654,1.4546408622489833,0.5413075362776913,34.03805555555555,131.70083333333332,315.0,10.0,3.110951984571743e-06,35550,False,False
59.0,2010.0,Winter,1,10.0,-0.0,0.0,,,34.72,137.12166666666667,202.0,10.9,0.4640774576398907,2359,False,False
598.0,2010.0,Winter,1,1.0,-0.0,0.0,,,33.78333333333333,131.32527777777779,316.0,9.8,2.08693947347891e-06,35598,False,False
61.0,2010.0,Winter,4,42.0,0.5546026418180308,0.2573696145124716,0.8026391592571619,0.4000612405073955,34.75,137.3,202.0,11.3,1.104548288568557,2361,False,False
617.0,2010.0,Winter,15,1190.0,1.7582521715191803,0.7143563307676011,1.9769240473221708,0.6492686770738407,33.635,131.13333333333333,316.0,9.8,0.4369762901227268,40617,False,False
79.0,2010.0,Winter,16,537.5,1.465100892720948,0.5478637101135749,2.3859026517735926,0.5284234480826263,34.11277777777778,135.00833333333333,303.0,8.5,3.078671416947404e-06,3079,False,False
9.0,2010.0,Winter,2,2.0,0.6931471805599453,0.5,1.4426950408889634,1.0,35.53722222222222,140.0225,100.0,9.5,0.4778553138512997,129,False,False
11.0,2011.0,Winter,18,294.0,1.7307681699379296,0.7126660187884677,2.9910726506720957,0.5988046918911621,34.88638888888889,136.66666666666666,201.0,8.8,0.46373887583859613,2411,False,False
12.0,2011.0,Winter,5,70.0,0.8001925181242444,0.3693877551020408,0.9415098222095472,0.4971875658838184,35.608333333333334,139.8983333333333,100.0,9.3,0.47768825343837323,1212,False,False
143.0,2011.0,Winter,16,260.0,2.5884253066207537,0.908284023668639,2.697511023888739,0.933577088393314,34.60333333333333,134.61388888888888,305.0,8.3,1.082385399248306e-06,28143,False,False
15.0,2011.0,Winter,1,1.0,-0.0,0.0,,,35.551111111111105,139.9088888888889,100.0,7.1,0.4778209472003837,1215,False,False
18.0,2011.0,Winter,10,15.0,2.2110688711446103,0.88,3.323424357619696,0.9602550098461564,35.559999999999995,139.82444444444445,100.0,7.5,0.4778031123314523,1318,False,False
181.0,2011.0,Winter,11,420.0,1.7553847203430049,0.7154195011337868,1.655559322908945,0.7320522877942252,34.282222222222224,134.3538888888889,306.0,9.7,1.050338266185614e-06,37181,False,False
2.0,2011.0,Winter,28,346.0,2.3964071310106063,0.8431120318086137,4.618195971740663,0.7191656825662858,35.64388888888889,139.9933333333333,100.0,9.3,0.47760326398872804,122,False,False
23.0,2011.0,Winter,2,570.0,0.1520053108362029,0.0677131425053862,0.15758860784601,0.2192973081321753,34.656666666666666,135.275,301.0,9.0,1.0330380410700952,2823,False,False
254.0,2011.0,Winter,8,690.0,1.1744599081998746,0.5141776937618148,1.0708781186157563,0.5647958284276221,34.11138888888889,133.6275,310.0,9.8,1.2354992871652025e-07,37254,False,False
26.0,2011.0,Winter,19,420.0,1.9404693627626397,0.7906462585034013,2.980006781236101,0.659028553993664,35.46416666666667,139.85611111111112,100.0,10.4,0.47802883737174107,1326,False,False
27.0,2011.0,Winter,5,29.0,0.7668750081804474,0.3567181926278239,1.1878968174934803,0.4764862330232001,34.666666666666664,136.60027777777776,201.0,9.0,0.44935052538878156,2427,False,False
274.0,2011.0,Winter,3,41.0,0.9393535230803468,0.5520523497917906,0.538565016128782,0.85503642437785,34.05333333333333,133.5,310.0,9.5,0.4363776020606364,38274,False,False
313.0,2011.0,Winter,6,130.0,1.484457535817486,0.7100591715976332,1.0272140959437934,0.8284915254038178,34.38666666666666,133.24749999999997,309.0,8.5,0.8064028823357108,34312,False,False
328.0,2011.0,Winter,3,33.0,1.0287593337139636,0.6170798898071626,0.5719993350053487,0.9364171003049386,34.0,133.17499999999998,310.0,8.7,0.43645341499102913,38328,False,False
35.0,2011.0,Winter,10,36.0,1.5379902795663567,0.6342592592592592,2.511497819480613,0.6679406916365083,35.34805555555556,139.80583333333334,100.0,8.8,0.6980006225924529,1235,False,False
396.0,2011.0,Winter,8,100.0,2.025326220770068,0.86,1.5200306866613813,0.9739760316291208,34.333333333333336,132.45583333333332,312.0,8.2,3.083075573419973e-06,34396,False,False
4.0,2011.0,Winter,12,224.0,1.0925599585052608,0.4772401147959183,2.0326532619828948,0.4396784718647167,35.60166666666667,140.06416666666667,100.0,8.5,0.4777057070374204,124,False,False
410.0,2011.0,Winter,2,20.0,0.6931471805599453,0.5,0.333808200695334,1.0,34.30305555555555,132.35305555555556,312.0,8.4,1.4739665288236428,34411,False,False
426.0,2011.0,Winter,7,26.0,1.6846644346978237,0.7840236686390533,1.841566058580809,0.8657462604404846,33.99666666666667,132.29222222222222,312.0,10.0,2.081891068016308e-06,35426,False,False
44.0,2011.0,Winter,11,19.0,2.260233853174674,0.8808864265927978,3.396232718951086,0.9425907289674732,34.436388888888885,135.14,301.0,9.0,0.4497499003868794,2744,False,False
528.0,2011.0,Winter,5,110.0,1.499030672979008,0.7603305785123967,0.8509768552826774,0.9314001250982628,33.30333333333333,131.61333333333332,314.0,7.5,9.243698658432601,44578,False,False
550.0,2011.0,Winter,2,3.0,0.6365141682948128,0.4444444444444444,0.9102392266268372,0.9182958340544894,34.03805555555555,131.70083333333332,315.0,10.0,3.110951984571743e-06,35550,False,False
598.0,2011.0,Winter,3,4.0,1.039720770839918,0.625,1.4426950408889634,0.946394630357186,33.78333333333333,131.32527777777779,316.0,10.0,2.08693947347891e-06,35598,False,False
617.0,2011.0,Winter,3,30.0,1.0986122886681096,0.6666666666666667,0.5880282075904121,0.9999999999999998,33.635,131.13333333333333,316.0,10.15,0.4369762901227268,40617,False,False
79.0,2011.0,Winter,10,480.0,1.3302157890473143,0.5746527777777777,1.457776451683651,0.5777053769238287,34.11277777777778,135.00833333333333,303.0,8.4,3.078671416947404e-06,3079,False,False
9.0,2011.0,Winter,1,1.0,-0.0,0.0,,,35.53722222222222,140.0225,100.0,10.0,0.4778553138512997,129,False,False
,2011.0,Winter,37,628.0,2.196664457311538,0.7427684693090997,5.587858060609532,0.6083396273339683,,,,9.134719101123595,,regional_mean,False,False
,2011.0,Winter,60,13682.0,0.5558904236960824,0.1661906728866197,6.194982531210468,0.1357703083480563,,,,9.134719101123595,,regional_mean,False,False
,2011.0,Winter,45,2896.0,1.8269927347027448,0.6688440523793536,5.519950651722599,0.4799460786482751,,,,9.134719101123595,,regional_mean,False,False
,2011.0,Winter,37,1054.0,2.6823276528341395,0.8973063669980449,5.172155386645916,0.7428381696082116,,,,9.134719101123595,,regional_mean,False,False
,2011.0,Winter,59,846.0,3.366289392563516,0.9377909673669445,8.604678201441784,0.8255692164384084,,,,9.134719101123595,,regional_mean,False,False
,2011.0,Winter,57,856.0,3.277333925568955,0.9443182810725828,8.293506758536894,0.8106090446199778,,,,9.134719101123595,,regional_mean,False,False
,2011.0,Winter,58,5092.0,3.270896500366863,0.9524946792066048,6.678049844176145,0.80555163362007,,,,9.134719101123595,,regional_mean,False,False
,2011.0,Winter,32,3642.0,1.7323902734688297,0.6646983556596556,3.7803549114397774,0.4998621712835511,,,,9.134719101123595,,regional_mean,False,False
,2011.0,Winter,28,386.0,1.8738943704377944,0.6979918923997961,4.533367572866772,0.5623587522061384,,,,9.134719101123595,,regional_mean,False,False
,2011.0,Winter,7,686.0,0.383677958898162,0.1491725386531123,0.9187126665071595,0.1971714670815748,,,,9.134719101123595,,regional_mean,False,False
,2011.0,Winter,12,466.0,0.8585515498125044,0.367809316804509,1.790310491093319,0.3455065605324657,,,,9.134719101123595,,regional_mean,False,False
,2011.0,Winter,31,2370.0,1.5863192078307846,0.6707756947782585,3.860683263242808,0.4619467439362866,,,,9.134719101123595,,regional_mean,False,False
,2011.0,Winter,58,1072.0,3.085653233506777,0.9179382936065938,8.16937102133219,0.7599301912358417,,,,9.134719101123595,,regional_mean,False,False
,2011.0,Winter,8,156.0,0.8413135032705679,0.3412228796844181,1.3861781385352077,0.4045862730004563,,,,9.134719101123595,,regional_mean,False,False
,2011.0,Winter,38,698.0,3.137341537796448,0.9396146172855724,5.650391262013746,0.8624789627065313,,,,9.134719101123595,,regional_mean,False,False
10.0,2012.0,Winter,44,177.0,2.737412724847035,0.8461170161830891,8.307333099233656,0.723381487098636,34.93333333333333,136.805,201.0,9.4,0.4636454643681527,2310,False,False
11.0,2012.0,Winter,18,250.0,1.8995089242482148,0.757344,3.078895287477996,0.6571849863461245,34.88638888888889,136.66666666666666,201.0,9.4,0.46373887583859613,2411,False,False
12.0,2012.0,Winter,2,13.0,0.2711893730418441,0.1420118343195264,0.3898712452512801,0.3912435636292556,35.608333333333334,139.8983333333333,100.0,9.3,0.47768825343837323,1212,False,False
143.0,2012.0,Winter,2,10.0,0.6931471805599453,0.5,0.4342944819032517,1.0,34.60333333333333,134.61388888888888,305.0,9.3,1.082385399248306e-06,28143,False,False
18.0,2012.0,Winter,4,5.0,1.3321790402101223,0.72,1.8640048036788357,0.9609640474436812,35.559999999999995,139.82444444444445,100.0,7.7,0.4778031123314523,1318,False,False
181.0,2012.0,Winter,4,32.0,1.3862943611198906,0.75,0.8656170245333781,1.0,34.282222222222224,134.3538888888889,306.0,9.9,1.050338266185614e-06,37181,False,False
2.0,2012.0,Winter,24,115.0,2.275175203836965,0.8030245746691871,4.847276921521273,0.7159020347958895,35.64388888888889,139.9933333333333,100.0,9.9,0.47760326398872804,122,False,False
23.0,2012.0,Winter,2,195.0,0.1192469263962449,0.0499671268902037,0.1896453790472872,0.1720369493531137,34.656666666666666,135.275,301.0,8.9,1.0330380410700952,2823,False,False
254.0,2012.0,Winter,2,116.0,0.2509548043576197,0.1284185493460166,0.2103673139243114,0.3620512517339979,34.11138888888889,133.6275,310.0,9.7,1.2354992871652025e-07,37254,False,False
26.0,2012.0,Winter,16,40.0,2.5579903354990403,0.9075,4.066275460227252,0.9225999929165905,35.46416666666667,139.85611111111112,100.0,8.1,0.47802883737174107,1326,False,False
27.0,2012.0,Winter,9,200.0,0.8700904740679907,0.3779999999999999,1.5099133265420388,0.395995240105513,34.666666666666664,136.60027777777776,201.0,9.5,0.44935052538878156,2427,False,False
274.0,2012.0,Winter,6,275.0,1.540305825226517,0.7272727272727273,0.8901911637590496,0.8596610491977074,34.05333333333333,133.5,310.0,9.5,0.4363776020606364,38274,False,False
313.0,2012.0,Winter,5,5400.0,0.322785825012262,0.1241426611796981,0.4654326524475283,0.2005581094607641,34.38666666666666,133.24749999999997,309.0,9.0,0.8064028823357108,34312,False,False
35.0,2012.0,Winter,43,165.0,3.149554110964471,0.9298071625344352,8.225704762161312,0.8373800952049837,35.34805555555556,139.80583333333334,100.0,8.5,0.6980006225924529,1235,False,False
4.0,2012.0,Winter,12,420.0,0.6213630139174444,0.229546485260771,1.8211152551998395,0.2500548718683077,35.60166666666667,140.06416666666667,100.0,9.0,0.4777057070374204,124,False,False
410.0,2012.0,Winter,2,20.0,0.6931471805599453,0.5,0.333808200695334,1.0,34.30305555555555,132.35305555555556,312.0,8.9,1.4739665288236428,34411,False,False
426.0,2012.0,Winter,3,3.0,1.0986122886681096,0.6666666666666667,1.8204784532536744,0.9999999999999998,33.99666666666667,132.29222222222222,312.0,9.5,2.081891068016308e-06,35426,False,False
44.0,2012.0,Winter,14,25.0,2.3413103364639394,0.8672,4.038677074637477,0.8871767620164861,34.436388888888885,135.14,301.0,8.8,0.4497499003868794,2744,False,False
528.0,2012.0,Winter,2,50.0,0.5004024235381879,0.3199999999999998,0.2556222186353314,0.7219280948873623,33.30333333333333,131.61333333333332,314.0,8.5,9.243698658432601,44578,False,False
550.0,2012.0,Winter,6,46.0,1.0981430141216428,0.5340264650283554,1.3059462828211212,0.6128852856543052,34.03805555555555,131.70083333333332,315.0,9.9,3.110951984571743e-06,35550,False,False
59.0,2012.0,Winter,5,14.0,1.252762968495368,0.6224489795918368,1.5156927267598048,0.7783853970487746,34.72,137.12166666666667,202.0,10.5,0.4640774576398907,2359,False,False
598.0,2012.0,Winter,4,10.0,1.0888999753452235,0.5800000000000001,1.3028834457097551,0.7854752972273343,33.78333333333333,131.32527777777779,316.0,9.9,2.08693947347891e-06,35598,False,False
61.0,2012.0,Winter,10,144.0,0.5911130507355,0.2299382716049381,1.810933219718301,0.2567171361154245,34.75,137.3,202.0,11.2,1.104548288568557,2361,False,False
617.0,2012.0,Winter,2,20.0,0.6931471805599453,0.5,0.333808200695334,1.0,33.635,131.13333333333333,316.0,9.42,0.4369762901227268,40617,False,False
79.0,2012.0,Winter,7,100.0,1.8343719702816237,0.82,1.3028834457097551,0.94268071481726,34.11277777777778,135.00833333333333,303.0,8.7,3.078671416947404e-06,3079,False,False
,2012.0,Winter,58,922.0,2.6695257817166502,0.8294050940848199,8.349757913169336,0.6574469275354782,,,,9.046629213483145,,regional_mean,False,False
,2012.0,Winter,18,152.0,2.4759954075135098,0.8871191135734072,3.3838384351418327,0.8566356216114325,,,,9.046629213483145,,regional_mean,False,False
,2012.0,Winter,17,346.0,1.3167201607204049,0.5231046810785526,2.7367087239944667,0.4647444441424593,,,,9.046629213483145,,regional_mean,False,False
,2012.0,Winter,11,254.0,1.1408833240108232,0.4715729431458862,1.805923124338364,0.4757853009482768,,,,9.046629213483145,,regional_mean,False,False
,2012.0,Winter,8,220.0,0.8486921073435303,0.3631404958677686,1.2978278421790557,0.4081346315020383,,,,9.046629213483145,,regional_mean,False,False
,2012.0,Winter,14,144.0,2.1163624346252927,0.8410493827160495,2.6157924284819902,0.8019387873373073,,,,9.046629213483145,,regional_mean,False,False
,2012.0,Winter,8,16.0,2.079441541679836,0.875,2.5247163215556863,1.0,,,,9.046629213483145,,regional_mean,False,False
,2012.0,Winter,4,10.0,1.3321790402101223,0.72,1.3028834457097551,0.9609640474436812,,,,9.046629213483145,,regional_mean,False,False
,2012.0,Winter,8,34.0,1.691559164310424,0.7335640138408305,1.9850494443593336,0.813468005906976,,,,9.046629213483145,,regional_mean,False,False
